model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-06-29T09:03:15.511556+00:00

Build Times
provider,build_time_s
torchinferno,604.7
vllm,642.0
sglang,267.9

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,160.83,138.18,157.49,vllm
ttft_p99_ms,2246.94,244.26,644.06,vllm
tpot_median_ms,47.17,45.29,71.54,vllm
tpot_p99_ms,825.06,119.07,170.33,vllm
e2e_median_ms,201.91,174.89,223.86,vllm
e2e_p99_ms,2305.69,289.21,790.75,vllm
throughput_median_tps,5.65,8.17,5.41,vllm
total_output_tokens,1461,1448,1461,
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,251.72,198.96,219.34,vllm
ttft_p99_ms,620.15,444.44,70522.33,vllm
tpot_median_ms,0.00,0.00,0.00,
tpot_p99_ms,0.00,0.00,0.00,
e2e_median_ms,269.12,224.62,368.49,vllm
e2e_p99_ms,630.80,470.09,70632.99,vllm
throughput_median_tps,3.72,4.45,2.71,vllm
total_output_tokens,1000,1000,1000,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,
unique_final_answers,1,1,1,

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,312.28,165.85,172.38,vllm
ttft_p99_ms,459.78,308.04,627.13,vllm
tpot_median_ms,58.11,53.79,106.75,vllm
tpot_p99_ms,112.25,219.05,561.13,torchinferno
e2e_median_ms,365.59,210.50,276.93,vllm
e2e_p99_ms,499.90,441.86,740.80,vllm
throughput_median_tps,3.87,6.43,4.77,vllm
total_output_tokens,1458,1450,1448,torchinferno
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,sglang
ttft_first_turn_ms,286.50,134.82,123.09,sglang
ttft_last_turn_ms,408.07,146.44,210.16,vllm
ttft_growth_ratio,1.42,1.09,1.71,vllm
ttft_first_turn_median_ms,259.52,144.33,116.76,sglang
ttft_first_turn_p99_ms,452.03,245.24,186.49,sglang
ttft_last_turn_median_ms,410.51,149.05,208.39,vllm
ttft_last_turn_p99_ms,471.48,240.36,302.28,vllm

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,191.79,62.15,86.07,vllm
ttft_p99_ms,504.17,4212.28,525.75,torchinferno
tpot_median_ms,56.98,31.34,39.86,vllm
tpot_p99_ms,89.46,130.50,142.72,torchinferno
e2e_median_ms,235.20,85.55,139.16,vllm
e2e_p99_ms,532.17,4318.90,566.77,torchinferno
throughput_median_tps,6.12,14.16,9.82,vllm
total_output_tokens,1470,1471,1482,sglang
num_requests,992,992,992,
correctness_rate,0.96,0.97,0.97,sglang

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,314.86,76.75,70.41,sglang
ttft_p99_ms,1303.69,193.00,220.42,vllm
tpot_median_ms,23.24,14.81,22.31,vllm
tpot_p99_ms,65.13,18.93,26.96,vllm
e2e_median_ms,1121.29,619.63,833.42,vllm
e2e_p99_ms,2139.53,1008.87,1607.12,vllm
throughput_median_tps,32.19,58.58,41.90,vllm
total_output_tokens,36715,36715,36715,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,

Per-Request Raw Data
provider,benchmark,request_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct,metadata_conversation_idx,metadata_turn_idx
sglang,self_consistency,782,213.58,0.00,313.72,1,3.19,1,,
sglang,self_consistency,783,254.84,0.00,356.93,1,2.80,1,,
sglang,self_consistency,784,224.08,0.00,329.46,1,3.04,1,,
sglang,self_consistency,785,283.52,0.00,365.14,1,2.74,1,,
sglang,self_consistency,786,128.74,0.00,262.30,1,3.81,1,,
sglang,self_consistency,787,250.63,0.00,330.10,1,3.03,1,,
sglang,self_consistency,788,214.86,0.00,269.06,1,3.72,1,,
sglang,self_consistency,789,222.25,0.00,369.51,1,2.71,1,,
sglang,self_consistency,790,240.03,0.00,356.01,1,2.81,1,,
sglang,self_consistency,791,185.30,0.00,292.32,1,3.42,1,,
sglang,self_consistency,792,195.34,0.00,298.10,1,3.35,1,,
sglang,self_consistency,793,216.45,0.00,368.74,1,2.71,1,,
sglang,self_consistency,794,172.28,0.00,262.64,1,3.81,1,,
sglang,self_consistency,795,164.71,0.00,279.14,1,3.58,1,,
sglang,self_consistency,796,189.64,0.00,298.53,1,3.35,1,,
sglang,self_consistency,797,140.06,0.00,255.36,1,3.92,1,,
sglang,self_consistency,798,199.78,0.00,390.20,1,2.56,1,,
sglang,self_consistency,799,180.08,0.00,308.46,1,3.24,1,,
sglang,self_consistency,800,228.90,0.00,293.69,1,3.40,1,,
sglang,self_consistency,801,227.22,0.00,287.16,1,3.48,1,,
sglang,self_consistency,802,237.95,0.00,392.21,1,2.55,1,,
sglang,self_consistency,803,239.40,0.00,333.64,1,3.00,1,,
sglang,self_consistency,804,216.69,0.00,333.81,1,3.00,1,,
sglang,self_consistency,805,129.64,0.00,288.88,1,3.46,1,,
sglang,self_consistency,806,159.17,0.00,268.97,1,3.72,1,,
sglang,self_consistency,807,169.32,0.00,303.78,1,3.29,1,,
sglang,self_consistency,808,275.52,0.00,341.66,1,2.93,1,,
sglang,self_consistency,809,257.35,0.00,334.87,1,2.99,1,,
sglang,self_consistency,810,220.64,0.00,391.40,1,2.55,1,,
sglang,self_consistency,811,186.83,0.00,304.82,1,3.28,1,,
sglang,self_consistency,812,245.20,0.00,372.70,1,2.68,1,,
sglang,self_consistency,813,275.24,0.00,385.03,1,2.60,1,,
sglang,self_consistency,814,234.12,0.00,364.69,1,2.74,1,,
sglang,self_consistency,815,234.66,0.00,406.31,1,2.46,1,,
sglang,self_consistency,816,277.59,0.00,390.74,1,2.56,1,,
sglang,self_consistency,817,195.93,0.00,376.48,1,2.66,1,,
sglang,self_consistency,818,149.98,0.00,363.91,1,2.75,1,,
sglang,self_consistency,819,235.54,0.00,349.41,1,2.86,1,,
sglang,self_consistency,820,211.63,0.00,395.53,1,2.53,1,,
sglang,self_consistency,821,289.43,0.00,411.27,1,2.43,1,,
sglang,self_consistency,822,192.30,0.00,411.69,1,2.43,1,,
sglang,self_consistency,823,264.78,0.00,391.58,1,2.55,1,,
sglang,self_consistency,824,241.38,0.00,422.24,1,2.37,1,,
sglang,self_consistency,825,234.67,0.00,362.24,1,2.76,1,,
sglang,self_consistency,826,182.27,0.00,370.93,1,2.70,1,,
sglang,self_consistency,827,202.01,0.00,349.20,1,2.86,1,,
sglang,self_consistency,828,224.82,0.00,353.63,1,2.83,1,,
sglang,self_consistency,829,269.86,0.00,418.17,1,2.39,1,,
sglang,self_consistency,830,204.06,0.00,308.94,1,3.24,1,,
sglang,self_consistency,831,240.18,0.00,376.86,1,2.65,1,,
sglang,self_consistency,832,237.81,0.00,401.22,1,2.49,1,,
sglang,self_consistency,833,182.86,0.00,309.16,1,3.23,1,,
sglang,self_consistency,834,166.66,0.00,354.56,1,2.82,1,,
sglang,self_consistency,835,172.76,0.00,281.02,1,3.56,1,,
sglang,self_consistency,836,155.89,0.00,315.76,1,3.17,1,,
sglang,self_consistency,837,234.87,0.00,330.36,1,3.03,1,,
sglang,self_consistency,838,185.89,0.00,345.71,1,2.89,1,,
sglang,self_consistency,839,184.94,0.00,377.52,1,2.65,1,,
sglang,self_consistency,840,282.97,0.00,389.12,1,2.57,1,,
sglang,self_consistency,841,264.00,0.00,426.50,1,2.34,1,,
sglang,self_consistency,842,173.24,0.00,341.37,1,2.93,1,,
sglang,self_consistency,843,168.97,0.00,373.11,1,2.68,1,,
sglang,self_consistency,844,207.63,0.00,409.82,1,2.44,1,,
sglang,self_consistency,845,171.77,0.00,292.49,1,3.42,1,,
sglang,self_consistency,846,259.32,0.00,430.01,1,2.33,1,,
sglang,self_consistency,847,220.93,0.00,367.18,1,2.72,1,,
sglang,self_consistency,848,160.97,0.00,372.02,1,2.69,1,,
sglang,self_consistency,849,212.25,0.00,327.24,1,3.06,1,,
sglang,self_consistency,850,178.57,0.00,331.49,1,3.02,1,,
sglang,self_consistency,851,184.65,0.00,368.00,1,2.72,1,,
sglang,self_consistency,852,162.01,0.00,343.21,1,2.91,1,,
sglang,self_consistency,853,184.37,0.00,362.32,1,2.76,1,,
sglang,self_consistency,854,151.67,0.00,358.56,1,2.79,1,,
sglang,self_consistency,855,225.93,0.00,337.91,1,2.96,1,,
sglang,self_consistency,856,176.91,0.00,297.81,1,3.36,1,,
sglang,self_consistency,857,187.50,0.00,313.95,1,3.19,1,,
sglang,self_consistency,858,160.69,0.00,315.87,1,3.17,1,,
sglang,self_consistency,859,303.78,0.00,423.00,1,2.36,1,,
sglang,self_consistency,860,179.69,0.00,314.46,1,3.18,1,,
sglang,self_consistency,861,192.65,0.00,311.87,1,3.21,1,,
sglang,self_consistency,862,233.03,0.00,363.89,1,2.75,1,,
sglang,self_consistency,863,178.17,0.00,313.71,1,3.19,1,,
sglang,self_consistency,864,249.31,0.00,418.15,1,2.39,1,,
sglang,self_consistency,865,299.43,0.00,424.74,1,2.35,1,,
sglang,self_consistency,866,245.75,0.00,410.20,1,2.44,1,,
sglang,self_consistency,867,208.55,0.00,338.48,1,2.95,1,,
sglang,self_consistency,868,280.47,0.00,426.69,1,2.34,1,,
sglang,self_consistency,869,296.38,0.00,474.48,1,2.11,1,,
sglang,self_consistency,870,236.71,0.00,415.34,1,2.41,1,,
sglang,self_consistency,871,179.60,0.00,412.25,1,2.43,1,,
sglang,self_consistency,872,222.88,0.00,359.92,1,2.78,1,,
sglang,self_consistency,873,216.93,0.00,422.93,1,2.36,1,,
sglang,self_consistency,874,249.25,0.00,393.43,1,2.54,1,,
sglang,self_consistency,875,194.27,0.00,344.30,1,2.90,1,,
sglang,self_consistency,876,197.67,0.00,351.95,1,2.84,1,,
sglang,self_consistency,877,167.25,0.00,344.87,1,2.90,1,,
sglang,self_consistency,878,204.33,0.00,354.09,1,2.82,1,,
sglang,self_consistency,879,193.30,0.00,349.34,1,2.86,1,,
sglang,self_consistency,880,180.43,0.00,332.10,1,3.01,1,,
sglang,self_consistency,881,285.93,0.00,459.63,1,2.18,1,,
sglang,self_consistency,882,200.05,0.00,437.75,1,2.28,1,,
sglang,self_consistency,883,178.54,0.00,351.68,1,2.84,1,,
sglang,self_consistency,884,279.20,0.00,477.58,1,2.09,1,,
sglang,self_consistency,885,283.37,0.00,425.77,1,2.35,1,,
sglang,self_consistency,886,206.90,0.00,354.14,1,2.82,1,,
sglang,self_consistency,887,201.91,0.00,347.47,1,2.88,1,,
sglang,self_consistency,888,232.98,0.00,384.93,1,2.60,1,,
sglang,self_consistency,889,206.24,0.00,383.80,1,2.61,1,,
sglang,self_consistency,890,170.66,0.00,346.24,1,2.89,1,,
sglang,self_consistency,891,261.42,0.00,408.34,1,2.45,1,,
sglang,self_consistency,892,197.85,0.00,349.39,1,2.86,1,,
sglang,self_consistency,893,316.43,0.00,458.16,1,2.18,1,,
sglang,self_consistency,894,182.91,0.00,341.42,1,2.93,1,,
sglang,self_consistency,895,250.63,0.00,403.14,1,2.48,1,,
sglang,self_consistency,896,195.36,0.00,339.02,1,2.95,1,,
sglang,self_consistency,897,162.61,0.00,267.15,1,3.74,1,,
sglang,self_consistency,898,131.41,0.00,239.16,1,4.18,1,,
sglang,self_consistency,899,188.61,0.00,262.32,1,3.81,1,,
sglang,self_consistency,900,130.90,0.00,210.82,1,4.74,1,,
sglang,self_consistency,901,196.34,0.00,304.98,1,3.28,1,,
sglang,self_consistency,902,127.41,0.00,239.93,1,4.17,1,,
sglang,self_consistency,903,192.68,0.00,299.15,1,3.34,1,,
sglang,self_consistency,904,135.60,0.00,245.39,1,4.08,1,,
sglang,self_consistency,905,189.70,0.00,295.95,1,3.38,1,,
sglang,self_consistency,906,174.09,0.00,257.80,1,3.88,1,,
sglang,self_consistency,907,105.69,0.00,220.38,1,4.54,1,,
sglang,self_consistency,908,154.16,0.00,234.79,1,4.26,1,,
sglang,self_consistency,909,175.63,0.00,287.51,1,3.48,1,,
sglang,self_consistency,910,145.74,0.00,232.41,1,4.30,1,,
sglang,self_consistency,911,199.77,0.00,277.17,1,3.61,1,,
sglang,self_consistency,912,210.54,0.00,287.41,1,3.48,1,,
sglang,self_consistency,913,201.15,0.00,281.32,1,3.55,1,,
sglang,self_consistency,914,146.74,0.00,225.61,1,4.43,1,,
sglang,self_consistency,915,220.54,0.00,304.17,1,3.29,1,,
sglang,self_consistency,916,161.54,0.00,308.18,1,3.24,1,,
sglang,self_consistency,917,92.02,0.00,208.22,1,4.80,1,,
sglang,self_consistency,918,116.77,0.00,228.30,1,4.38,1,,
sglang,self_consistency,919,83.02,0.00,196.60,1,5.09,1,,
sglang,self_consistency,920,173.77,0.00,236.01,1,4.24,1,,
sglang,self_consistency,921,197.35,0.00,311.05,1,3.21,1,,
sglang,self_consistency,922,147.60,0.00,259.01,1,3.86,1,,
sglang,self_consistency,923,121.53,0.00,212.97,1,4.70,1,,
sglang,self_consistency,924,199.50,0.00,287.61,1,3.48,1,,
sglang,self_consistency,925,126.28,0.00,209.05,1,4.78,1,,
sglang,self_consistency,926,124.21,0.00,211.23,1,4.73,1,,
sglang,self_consistency,927,142.85,0.00,223.36,1,4.48,1,,
sglang,self_consistency,928,196.45,0.00,285.25,1,3.51,1,,
sglang,self_consistency,929,178.48,0.00,246.05,1,4.06,1,,
sglang,self_consistency,930,241.52,0.00,300.86,1,3.32,1,,
sglang,self_consistency,931,206.99,0.00,265.81,1,3.76,1,,
sglang,self_consistency,932,156.84,0.00,226.71,1,4.41,1,,
sglang,self_consistency,933,186.45,0.00,221.73,1,4.51,1,,
sglang,self_consistency,934,178.13,0.00,245.56,1,4.07,1,,
sglang,self_consistency,935,168.54,0.00,256.21,1,3.90,1,,
sglang,self_consistency,936,162.80,0.00,234.95,1,4.26,1,,
sglang,self_consistency,937,140.49,0.00,229.89,1,4.35,1,,
sglang,self_consistency,938,189.76,0.00,285.38,1,3.50,1,,
sglang,self_consistency,939,260.23,0.00,306.99,1,3.26,1,,
sglang,self_consistency,940,267.39,0.00,304.86,1,3.28,1,,
sglang,self_consistency,941,188.25,0.00,283.34,1,3.53,1,,
sglang,self_consistency,942,202.18,0.00,272.53,1,3.67,1,,
sglang,self_consistency,943,135.68,0.00,233.20,1,4.29,1,,
sglang,self_consistency,944,211.05,0.00,280.41,1,3.57,1,,
sglang,self_consistency,945,186.43,0.00,255.58,1,3.91,1,,
sglang,self_consistency,946,168.38,0.00,208.32,1,4.80,1,,
sglang,self_consistency,947,180.37,0.00,210.68,1,4.75,1,,
sglang,self_consistency,948,220.29,0.00,321.59,1,3.11,1,,
sglang,self_consistency,949,214.60,0.00,280.17,1,3.57,1,,
sglang,self_consistency,950,204.24,0.00,267.79,1,3.73,1,,
sglang,self_consistency,951,169.12,0.00,206.16,1,4.85,1,,
sglang,self_consistency,952,199.13,0.00,229.24,1,4.36,1,,
sglang,self_consistency,953,173.77,0.00,262.87,1,3.80,1,,
sglang,self_consistency,954,144.16,0.00,214.16,1,4.67,1,,
sglang,self_consistency,955,127.09,0.00,224.54,1,4.45,1,,
sglang,self_consistency,956,249.20,0.00,325.34,1,3.07,1,,
sglang,self_consistency,957,275.25,0.00,326.84,1,3.06,1,,
sglang,self_consistency,958,224.79,0.00,274.25,1,3.65,1,,
sglang,self_consistency,959,280.52,0.00,319.74,1,3.13,1,,
sglang,self_consistency,960,261.46,0.00,310.23,1,3.22,1,,
sglang,self_consistency,961,233.51,0.00,269.06,1,3.72,1,,
sglang,self_consistency,962,206.73,0.00,298.27,1,3.35,1,,
sglang,self_consistency,963,201.60,0.00,272.34,1,3.67,1,,
sglang,self_consistency,964,167.36,0.00,246.79,1,4.05,1,,
sglang,self_consistency,965,174.61,0.00,246.00,1,4.07,1,,
sglang,self_consistency,966,235.63,0.00,286.57,1,3.49,1,,
sglang,self_consistency,967,183.03,0.00,218.94,1,4.57,1,,
sglang,self_consistency,968,193.26,0.00,230.62,1,4.34,1,,
sglang,self_consistency,969,189.49,0.00,225.66,1,4.43,1,,
sglang,self_consistency,970,210.87,0.00,259.22,1,3.86,1,,
sglang,self_consistency,971,207.60,0.00,278.24,1,3.59,1,,
sglang,self_consistency,972,221.13,0.00,268.14,1,3.73,1,,
sglang,self_consistency,973,238.06,0.00,309.12,1,3.23,1,,
sglang,self_consistency,974,190.54,0.00,290.42,1,3.44,1,,
sglang,self_consistency,975,223.46,0.00,272.06,1,3.68,1,,
sglang,self_consistency,976,163.22,0.00,215.20,1,4.65,1,,
sglang,self_consistency,977,169.50,0.00,220.57,1,4.53,1,,
sglang,self_consistency,978,196.06,0.00,234.28,1,4.27,1,,
sglang,self_consistency,979,192.90,0.00,243.25,1,4.11,1,,
sglang,self_consistency,980,165.10,0.00,247.74,1,4.04,1,,
sglang,self_consistency,981,197.14,0.00,249.36,1,4.01,1,,
sglang,self_consistency,982,158.07,0.00,232.10,1,4.31,1,,
sglang,self_consistency,983,167.80,0.00,214.27,1,4.67,1,,
sglang,self_consistency,984,173.89,0.00,258.51,1,3.87,1,,
sglang,self_consistency,985,209.78,0.00,255.74,1,3.91,1,,
sglang,self_consistency,986,205.30,0.00,285.36,1,3.50,1,,
sglang,self_consistency,987,186.61,0.00,240.68,1,4.15,1,,
sglang,self_consistency,988,184.04,0.00,259.46,1,3.85,1,,
sglang,self_consistency,989,183.56,0.00,228.81,1,4.37,1,,
sglang,self_consistency,990,217.14,0.00,272.28,1,3.67,1,,
sglang,self_consistency,991,235.31,0.00,313.42,1,3.19,1,,
sglang,self_consistency,992,247.62,0.00,287.42,1,3.48,1,,
sglang,self_consistency,993,264.60,0.00,307.51,1,3.25,1,,
sglang,self_consistency,994,204.32,0.00,254.08,1,3.94,1,,
sglang,self_consistency,995,177.16,0.00,220.98,1,4.53,1,,
sglang,self_consistency,996,215.37,0.00,273.82,1,3.65,1,,
sglang,self_consistency,997,239.13,0.00,297.08,1,3.37,1,,
sglang,self_consistency,998,248.42,0.00,300.64,1,3.33,1,,
sglang,self_consistency,999,183.25,0.00,262.83,1,3.80,1,,
sglang,multi_turn,0,97.43,0.00,229.22,1,4.36,1,36,0
sglang,multi_turn,1,137.89,0.00,600.62,1,1.66,1,36,1
sglang,multi_turn,2,184.03,0.00,259.95,1,3.85,1,36,2
sglang,multi_turn,3,193.62,0.00,274.37,1,3.64,1,36,3
sglang,multi_turn,4,225.14,0.00,277.82,1,3.60,1,36,4
sglang,multi_turn,5,186.21,0.00,453.18,1,2.21,1,36,5
sglang,multi_turn,6,138.49,79.33,217.82,2,9.18,1,36,6
sglang,multi_turn,7,183.76,0.00,295.62,1,3.38,1,36,7
sglang,multi_turn,8,70.69,146.66,217.35,2,9.20,1,5,0
sglang,multi_turn,9,165.09,545.06,710.15,2,2.82,1,5,1
sglang,multi_turn,10,204.76,106.85,311.61,2,6.42,1,5,2
sglang,multi_turn,11,151.65,0.00,246.58,1,4.06,1,5,3
sglang,multi_turn,12,126.85,0.00,270.22,1,3.70,1,5,4
sglang,multi_turn,13,186.95,101.31,288.27,2,6.94,1,5,5
sglang,multi_turn,14,178.80,133.01,311.81,2,6.41,1,5,6
sglang,multi_turn,15,226.13,0.00,302.43,1,3.31,1,5,7
sglang,multi_turn,16,113.82,136.21,250.03,2,8.00,1,7,0
sglang,multi_turn,17,128.37,558.13,686.50,2,2.91,1,7,1
sglang,multi_turn,18,123.39,95.18,218.57,2,9.15,1,7,2
sglang,multi_turn,19,171.98,186.70,358.68,2,5.58,1,7,3
sglang,multi_turn,20,145.14,0.00,214.41,1,4.66,1,7,4
sglang,multi_turn,21,200.65,0.00,253.37,1,3.95,1,7,5
sglang,multi_turn,22,273.20,0.00,340.03,1,2.94,1,7,6
sglang,multi_turn,23,255.30,0.00,335.80,1,2.98,1,7,7
sglang,multi_turn,24,122.04,0.00,214.84,1,4.65,1,3,0
sglang,multi_turn,25,194.98,0.00,738.05,1,1.35,1,3,1
sglang,multi_turn,26,143.55,0.00,201.66,1,4.96,1,3,2
sglang,multi_turn,27,175.77,198.42,374.20,2,5.34,1,3,3
sglang,multi_turn,28,109.92,0.00,178.29,1,5.61,1,3,4
sglang,multi_turn,29,233.19,0.00,355.05,1,2.82,1,3,5
sglang,multi_turn,30,191.38,0.00,366.04,1,2.73,1,3,6
sglang,multi_turn,31,214.92,0.00,237.56,1,4.21,1,3,7
sglang,multi_turn,32,115.94,0.00,142.58,1,7.01,1,41,0
sglang,multi_turn,33,180.71,0.00,746.98,1,1.34,1,41,1
sglang,multi_turn,34,172.47,22.40,306.89,7,22.81,0,41,2
sglang,multi_turn,35,140.84,131.61,272.45,2,7.34,1,41,3
sglang,multi_turn,36,154.01,0.00,183.85,1,5.44,1,41,4
sglang,multi_turn,37,261.57,119.91,381.47,2,5.24,1,41,5
sglang,multi_turn,38,195.22,98.23,293.46,2,6.82,1,41,6
sglang,multi_turn,39,228.33,0.00,282.17,1,3.54,1,41,7
sglang,multi_turn,40,87.51,0.00,180.25,1,5.55,1,53,0
sglang,multi_turn,41,138.22,0.00,632.94,1,1.58,1,53,1
sglang,multi_turn,42,195.84,125.11,320.95,2,6.23,1,53,2
sglang,multi_turn,43,174.10,62.27,236.36,2,8.46,1,53,3
sglang,multi_turn,44,189.26,151.12,340.38,2,5.88,1,53,4
sglang,multi_turn,45,166.99,43.42,210.41,2,9.51,1,53,5
sglang,multi_turn,46,282.83,0.00,306.09,1,3.27,1,53,6
sglang,multi_turn,47,295.10,0.00,356.40,1,2.81,1,53,7
sglang,multi_turn,48,109.04,140.53,249.57,2,8.01,1,10,0
sglang,multi_turn,49,653.62,54.93,708.55,2,2.82,1,10,1
sglang,multi_turn,50,132.67,0.00,227.37,1,4.40,1,10,2
sglang,multi_turn,51,206.02,0.00,347.60,1,2.88,1,10,3
sglang,multi_turn,52,126.47,0.00,292.66,1,3.42,1,10,4
sglang,multi_turn,53,134.77,0.00,167.66,1,5.96,1,10,5
sglang,multi_turn,54,223.79,0.00,466.02,1,2.15,1,10,6
sglang,multi_turn,55,178.21,0.00,201.54,1,4.96,1,10,7
sglang,multi_turn,56,104.41,113.54,217.95,2,9.18,1,16,0
sglang,multi_turn,57,639.94,73.55,713.49,2,2.80,1,16,1
sglang,multi_turn,58,176.89,0.00,293.68,1,3.41,1,16,2
sglang,multi_turn,59,158.66,127.48,286.14,2,6.99,1,16,3
sglang,multi_turn,60,143.73,0.00,249.72,1,4.00,1,16,4
sglang,multi_turn,61,159.35,185.56,344.91,2,5.80,1,16,5
sglang,multi_turn,62,156.15,0.00,227.86,1,4.39,1,16,6
sglang,multi_turn,63,195.18,0.00,320.83,1,3.12,1,16,7
sglang,multi_turn,64,108.57,92.40,200.98,2,9.95,1,14,0
sglang,multi_turn,65,194.69,0.00,666.84,1,1.50,1,14,1
sglang,multi_turn,66,181.88,89.50,271.39,2,7.37,1,14,2
sglang,multi_turn,67,237.75,0.00,267.65,1,3.74,1,14,3
sglang,multi_turn,68,220.42,0.00,348.10,1,2.87,1,14,4
sglang,multi_turn,69,173.14,185.44,358.58,2,5.58,1,14,5
sglang,multi_turn,70,164.86,81.73,246.59,2,8.11,1,14,6
sglang,multi_turn,71,228.23,0.00,299.25,1,3.34,1,14,7
sglang,multi_turn,72,105.00,133.52,238.52,2,8.39,1,19,0
sglang,multi_turn,73,143.32,504.41,647.73,2,3.09,1,19,1
sglang,multi_turn,74,156.37,0.00,291.98,1,3.42,1,19,2
sglang,multi_turn,75,131.64,132.88,264.52,2,7.56,1,19,3
sglang,multi_turn,76,171.83,0.00,316.05,1,3.16,1,19,4
sglang,multi_turn,77,194.32,0.00,276.67,1,3.61,1,19,5
sglang,multi_turn,78,222.98,52.75,275.72,2,7.25,1,19,6
sglang,multi_turn,79,276.34,0.00,343.14,1,2.91,1,19,7
sglang,multi_turn,80,90.56,0.00,154.12,1,6.49,1,40,0
sglang,multi_turn,81,178.01,511.66,689.67,2,2.90,1,40,1
sglang,multi_turn,82,166.57,0.00,302.46,1,3.31,1,40,2
sglang,multi_turn,83,153.23,158.62,311.85,2,6.41,1,40,3
sglang,multi_turn,84,153.47,123.11,276.58,2,7.23,1,40,4
sglang,multi_turn,85,178.45,0.00,228.22,1,4.38,1,40,5
sglang,multi_turn,86,261.01,0.00,327.74,1,3.05,1,40,6
sglang,multi_turn,87,202.09,129.55,331.64,2,6.03,1,40,7
sglang,multi_turn,88,128.69,0.00,196.36,1,5.09,1,2,0
sglang,multi_turn,89,193.04,534.21,727.25,2,2.75,1,2,1
sglang,multi_turn,90,180.25,69.07,249.32,2,8.02,1,2,2
sglang,multi_turn,91,186.57,163.71,350.28,2,5.71,1,2,3
sglang,multi_turn,92,152.97,0.00,307.44,1,3.25,1,2,4
sglang,multi_turn,93,150.27,0.00,313.94,1,3.19,1,2,5
sglang,multi_turn,94,146.67,132.42,279.09,2,7.17,0,2,6
sglang,multi_turn,95,185.91,0.00,258.06,1,3.88,1,2,7
sglang,multi_turn,96,117.41,0.00,185.48,1,5.39,1,25,0
sglang,multi_turn,97,189.18,554.19,743.37,2,2.69,0,25,1
sglang,multi_turn,98,137.40,157.44,294.84,2,6.78,0,25,2
sglang,multi_turn,99,103.78,0.00,221.03,1,4.52,1,25,3
sglang,multi_turn,100,199.29,0.00,363.98,1,2.75,1,25,4
sglang,multi_turn,101,129.87,92.57,222.44,2,8.99,1,25,5
sglang,multi_turn,102,191.91,0.00,272.88,1,3.66,1,25,6
sglang,multi_turn,103,277.87,0.00,344.54,1,2.90,1,25,7
sglang,multi_turn,104,112.24,0.00,232.41,1,4.30,1,9,0
sglang,multi_turn,105,141.03,0.00,654.55,1,1.53,1,9,1
sglang,multi_turn,106,173.18,83.65,256.83,2,7.79,1,9,2
sglang,multi_turn,107,212.35,0.00,272.88,1,3.66,1,9,3
sglang,multi_turn,108,188.36,191.77,380.14,2,5.26,1,9,4
sglang,multi_turn,109,135.29,100.85,236.14,2,8.47,1,9,5
sglang,multi_turn,110,219.58,0.00,290.11,1,3.45,1,9,6
sglang,multi_turn,111,250.86,0.00,350.80,1,2.85,1,9,7
sglang,multi_turn,112,108.85,0.00,181.67,1,5.50,1,46,0
sglang,multi_turn,113,627.13,0.00,688.89,1,1.45,1,46,1
sglang,multi_turn,114,199.07,0.00,250.43,1,3.99,1,46,2
sglang,multi_turn,115,171.77,0.00,251.23,1,3.98,1,46,3
sglang,multi_turn,116,203.95,0.00,379.28,1,2.64,1,46,4
sglang,multi_turn,117,147.80,170.51,318.32,2,6.28,1,46,5
sglang,multi_turn,118,157.77,173.89,331.67,2,6.03,1,46,6
sglang,multi_turn,119,177.92,41.31,219.23,2,9.12,1,46,7
sglang,multi_turn,120,85.35,84.67,170.02,2,11.76,1,60,0
sglang,multi_turn,121,150.91,0.00,704.94,1,1.42,1,60,1
sglang,multi_turn,122,120.10,0.00,176.64,1,5.66,1,60,2
sglang,multi_turn,123,181.98,163.22,345.20,2,5.79,1,60,3
sglang,multi_turn,124,185.92,130.18,316.11,2,6.33,1,60,4
sglang,multi_turn,125,133.69,0.00,264.78,1,3.78,1,60,5
sglang,multi_turn,126,221.34,142.42,363.76,2,5.50,1,60,6
sglang,multi_turn,127,205.40,43.14,248.55,2,8.05,1,60,7
sglang,multi_turn,128,103.82,0.00,216.47,1,4.62,1,18,0
sglang,multi_turn,129,143.45,0.00,701.97,1,1.42,1,18,1
sglang,multi_turn,130,128.02,0.00,285.16,1,3.51,1,18,2
sglang,multi_turn,131,166.65,0.00,214.51,1,4.66,1,18,3
sglang,multi_turn,132,224.96,0.00,258.17,1,3.87,1,18,4
sglang,multi_turn,133,269.56,155.24,424.80,2,4.71,1,18,5
sglang,multi_turn,134,172.62,149.20,321.82,2,6.21,0,18,6
